Timestamp,recommended HH charge cell,TPH optimum,soft recommended HH charge cell
2021-09-15 11:51:00,1010,4499.5444,935.0
2021-09-15 11:52:00,1010,4499.5444,935.0
2021-09-15 11:53:00,1010,4499.5444,935.0
2021-09-15 11:54:00,1010,4499.5444,935.0
2021-09-15 11:55:00,1010,4501.422,935.0
2021-09-15 11:56:00,1010,4498.903,935.0
2021-09-15 11:57:00,1010,4495.2036,935.0
2021-09-15 11:58:00,1010,4497.567,935.0
2021-09-15 11:59:00,1010,4497.127,935.0
2021-09-15 12:00:00,1010,4502.6562,935.0
2021-09-15 12:01:00,1010,4503.393,935.0
2021-09-15 12:02:00,1010,4497.864,935.0
2021-09-15 12:03:00,1010,4497.864,935.0
2021-09-15 12:04:00,1010,4490.497,935.0
2021-09-15 12:05:00,1010,4489.9097,935.0
2021-09-15 12:06:00,1010,4489.9097,935.0
2021-09-15 12:07:00,935,4477.6357,935.0
2021-09-15 12:08:00,935,4480.007,935.0
2021-09-15 12:09:00,935,4480.007,935.0
2021-09-15 12:10:00,935,4481.49,935.0
2021-09-15 12:11:00,935,4481.49,935.0
2021-09-15 12:12:00,935,4478.7627,935.0
2021-09-15 12:13:00,935,4481.6333,935.0
2021-09-15 12:14:00,935,4481.1934,935.0
2021-09-15 12:15:00,935,4483.5664,935.0
2021-09-15 12:16:00,935,4483.1265,935.0
2021-09-15 12:17:00,935,4483.1265,935.0
2021-09-15 12:18:00,935,4481.203,935.0
2021-09-15 12:19:00,935,4482.8564,935.0
2021-09-15 12:20:00,935,4485.3755,935.0
2021-09-15 12:21:00,935,4484.9355,935.0
2021-09-15 12:22:00,935,4484.9355,935.0
2021-09-15 12:23:00,935,4484.9355,935.0
2021-09-15 12:24:00,935,4484.9355,935.0
2021-09-15 12:25:00,935,4485.3423,935.0
2021-09-15 12:26:00,935,4481.643,935.0
2021-09-15 12:27:00,935,4481.643,935.0
2021-09-15 12:28:00,935,4481.643,935.0
2021-09-15 12:29:00,935,4478.323,935.0
2021-09-15 12:30:00,935,4481.643,935.0
2021-09-15 12:31:00,935,4481.94,935.0
2021-09-15 12:32:00,935,4481.5,935.0
2021-09-15 12:33:00,935,4480.801,935.0
2021-09-15 12:34:00,935,4463.778,935.0
2021-09-15 12:35:00,935,4463.539,935.0
2021-09-15 12:36:00,935,4475.8374,935.0
2021-09-15 12:37:00,935,4463.778,935.0
2021-09-15 12:38:00,660,4451.2544,907.5
2021-09-15 12:39:00,935,4466.1313,907.5
2021-09-15 12:40:00,935,4480.801,907.5
2021-09-15 12:41:00,935,4481.94,907.5
2021-09-15 12:42:00,935,4476.4014,907.5
2021-09-15 12:43:00,935,4480.865,907.5
2021-09-15 12:44:00,935,4480.865,907.5
2021-09-15 12:45:00,935,4484.1245,907.5
2021-09-15 12:46:00,935,4489.7676,907.5
2021-09-15 12:47:00,935,4473.3354,907.5
2021-09-15 12:48:00,935,4485.031,935.0
2021-09-15 12:49:00,935,4486.29,935.0
2021-09-15 12:50:00,935,4483.8696,935.0
2021-09-15 12:51:00,1010,4511.3945,934.1129032258065
2021-09-15 12:52:00,1010,4530.0117,932.3387096774193
2021-09-15 12:53:00,1010,4570.898,929.6774193548387
2021-09-15 12:54:00,1010,4570.603,926.1290322580644
2021-09-15 12:55:00,1010,4573.331,921.6935483870966
2021-09-15 12:56:00,1010,4552.362,916.3709677419354
2021-09-15 12:57:00,1010,4515.125,910.1612903225805
2021-09-15 12:58:00,1010,4485.9595,903.0645161290322
2021-09-15 12:59:00,1010,4442.125,895.0806451612904
2021-09-15 13:00:00,1010,4463.048,886.2096774193549
2021-09-15 13:01:00,1010,4445.5073,877.3387096774193
2021-09-15 13:02:00,1010,4493.666,868.4677419354839
2021-09-15 13:03:00,1010,4503.4883,859.5967741935483
2021-09-15 13:04:00,1010,4526.885,850.7258064516129
2021-09-15 13:05:00,1010,4553.0728,841.8548387096773
2021-09-15 13:06:00,1010,4567.0083,832.9838709677421
2021-09-15 13:07:00,1010,4559.5444,824.1129032258065
2021-09-15 13:08:00,1010,4540.1455,815.241935483871
2021-09-15 13:09:00,1010,4538.772,806.3709677419354
2021-09-15 13:10:00,1010,4489.3057,797.5
